Date,P_Risk-On,P_Risk-Off,P_Neutral,regime_label,regime_cluster
2018-07-14,,,,,
2018-07-15,,,,,
2018-07-16,,,,,
2018-07-17,,,,,
2018-07-18,,,,,
2018-07-19,0.9997885716127347,1.050152434706222e-19,0.00021142838726549752,Risk-On,2
2018-07-20,0.9998038351547476,4.5803159265196016e-20,0.00019616484525207756,Risk-On,2
2018-07-21,0.9996199868113762,1.3838673836874975e-21,0.0003800131886239813,Risk-On,2
2018-07-22,0.9996259329333762,1.3474296146596868e-21,0.0003740670666239155,Risk-On,2
2018-07-23,0.9995636467577923,7.326929991898275e-21,0.0004363532422075774,Risk-On,2
2018-07-24,0.9995157070190542,1.2060258356311561e-20,0.00048429298094538405,Risk-On,2
2018-07-25,0.9996161466952279,3.468830472062745e-21,0.00038385330477192154,Risk-On,2
2018-07-26,0.9996442741307551,2.557019780449892e-22,0.00035572586924457073,Risk-On,2
2018-07-27,0.9997100630067993,4.478132525240057e-21,0.00028993699320073495,Risk-On,2
2018-07-28,0.9996388964515321,1.7788895385388245e-21,0.0003611035484680792,Risk-On,2
2018-07-29,0.9996414475068424,1.812533522234862e-21,0.0003585524931573151,Risk-On,2
2018-07-30,0.9997219053066959,3.0906261835249493e-22,0.0002780946933044981,Risk-On,2
2018-07-31,0.998955535692944,9.076962525756142e-23,0.0010444643070559572,Risk-On,2
2018-08-01,0.9990732645515684,2.239432988126804e-21,0.0009267354484317332,Risk-On,2
2018-08-02,0.9989270175379489,4.2960053557922275e-21,0.0010729824620507146,Risk-On,2
2018-08-03,0.999492176077482,1.7049283470181085e-19,0.0005078239225180385,Risk-On,2
2018-08-04,0.9995466819960703,2.0814002571424535e-19,0.0004533180039294712,Risk-On,2
2018-08-05,0.9995449065954145,1.9856070534616612e-19,0.0004550934045857849,Risk-On,2
2018-08-06,0.9995298556378781,1.3706643665173452e-19,0.00047014436212170207,Risk-On,2
2018-08-07,0.9997038078919432,7.418839003416072e-19,0.0002961921080564029,Risk-On,2
2018-08-08,0.9996895974107572,3.078726699694398e-19,0.00031040258924242546,Risk-On,2
2018-08-09,0.9996321810159218,3.1089044698873407e-19,0.00036781898407790294,Risk-On,2
2018-08-10,0.9997131711342578,1.8683602918015115e-18,0.0002868288657424978,Risk-On,2
2018-08-11,0.9998670525965709,9.872355887334732e-17,0.00013294740342931026,Risk-On,2
2018-08-12,0.9998458120823971,1.1282653666708485e-16,0.00015418791760247235,Risk-On,2
2018-08-13,0.9998143169057756,2.42515953330226e-16,0.00018568309422404482,Risk-On,2
2018-08-14,0.9996538675371903,5.661555817322219e-17,0.00034613246280993195,Risk-On,2
2018-08-15,0.99984977780902,2.9336086171321167e-16,0.00015022219098017272,Risk-On,2
2018-08-16,0.999836167968588,4.8549794943651735e-17,0.00016383203141167652,Risk-On,2
2018-08-17,0.9998956117122604,3.794138570063268e-17,0.00010438828773957212,Risk-On,2
2018-08-18,0.9998445609092088,2.1972413481388623e-18,0.00015543909079087062,Risk-On,2
2018-08-19,0.9998469123599851,2.1010985455750963e-18,0.00015308764001488405,Risk-On,2
2018-08-20,0.9998104867340424,6.686378536012507e-18,0.0001895132659577624,Risk-On,2
2018-08-21,0.999856450730234,1.8131056729780628e-18,0.00014354926976577518,Risk-On,2
2018-08-22,0.9997715274949954,9.07258671323746e-20,0.0002284725050043669,Risk-On,2
2018-08-23,0.9997926726597578,1.3238049944334471e-19,0.00020732734024190763,Risk-On,2
2018-08-24,0.9998574599488654,4.326423717402313e-19,0.00014254005113446323,Risk-On,2
2018-08-25,0.9998529339913114,9.873633722881844e-20,0.00014706600868827574,Risk-On,2
2018-08-26,0.9998507621603326,1.0093857700967657e-19,0.00014923783966762062,Risk-On,2
2018-08-27,0.9998571776471303,1.0643974616611611e-19,0.00014282235286944083,Risk-On,2
2018-08-28,0.9998483592946791,5.237354428772351e-21,0.00015164070532128223,Risk-On,2
2018-08-29,0.9997526851190746,4.337711266902043e-21,0.00024731488092511475,Risk-On,2
2018-08-30,0.9997535866536946,1.453729865101068e-21,0.0002464133463057693,Risk-On,2
2018-08-31,0.9992138181617982,4.4850249201375666e-21,0.0007861818382013856,Risk-On,2
2018-09-01,0.9994900027123196,2.0127133055086108e-19,0.000509997287680357,Risk-On,2
2018-09-02,0.9996343902246055,1.3767225526809995e-19,0.00036560977539441895,Risk-On,2
2018-09-03,0.9995730873184451,8.082344630169136e-19,0.0004269126815544572,Risk-On,2
2018-09-04,0.9994885930450026,8.197007897377364e-19,0.0005114069549975082,Risk-On,2
2018-09-05,0.9995484419886097,1.2912695015799685e-17,0.0004515580113906498,Risk-On,2
2018-09-06,0.9992110307054382,2.6000071467551415e-18,0.0007889692945616959,Risk-On,2
2018-09-07,0.9987295462103186,1.5310850649932033e-18,0.0012704537896817288,Risk-On,2
2018-09-08,0.9990225543621225,9.228730672313193e-18,0.000977445637877496,Risk-On,2
2018-09-09,0.9990225543621225,9.228730672313193e-18,0.000977445637877496,Risk-On,2
2018-09-10,0.9991168876048244,1.936138054666041e-18,0.0008831123951752475,Risk-On,2
2018-09-11,0.9994952812918279,1.041439940768429e-19,0.000504718708172295,Risk-On,2
2018-09-12,0.9996108019429543,6.148014042144554e-20,0.0003891980570461774,Risk-On,2
2018-09-13,0.9994034210395779,9.512486073929706e-20,0.0005965789604224646,Risk-On,2
2018-09-14,0.9995923380960319,7.257356384097415e-22,0.0004076619039677548,Risk-On,2
2018-09-15,0.9996740613364403,1.9625589000713612e-20,0.0003259386635593175,Risk-On,2
2018-09-16,0.9996728629074834,2.005378597458592e-20,0.0003271370925162552,Risk-On,2
2018-09-17,0.9996915663220068,3.2410459898221596e-20,0.00030843367799307324,Risk-On,2
2018-09-18,0.999230908459275,1.6940733973301502e-21,0.000769091540725221,Risk-On,2
2018-09-19,0.9993117825640913,8.151657373230708e-21,0.0006882174359087097,Risk-On,2
2018-09-20,0.9989434638539334,7.173938177717952e-20,0.0010565361460667842,Risk-On,2
2018-09-21,0.9984700051760669,5.159942492610036e-22,0.001529994823932798,Risk-On,2
2018-09-22,0.9990501998067983,1.35504511672797e-21,0.0009498001932016964,Risk-On,2
2018-09-23,0.9990405533058654,1.2768412160510378e-21,0.0009594466941344605,Risk-On,2
2018-09-24,0.9992552918915543,4.395012330063368e-22,0.0007447081084458773,Risk-On,2
2018-09-25,0.9992004242668795,1.5214917410492259e-21,0.0007995757331201895,Risk-On,2
2018-09-26,0.9983798391044931,1.1826741107704669e-21,0.0016201608955075696,Risk-On,2
2018-09-27,0.9988781649256958,2.0921294321496284e-22,0.0011218350743037642,Risk-On,2
2018-09-28,0.9995691161237413,3.1400220641995814e-20,0.00043088387625885824,Risk-On,2
2018-09-29,0.9995196713144716,5.834009131381997e-19,0.0004803286855288264,Risk-On,2
2018-09-30,0.9995920915647732,4.991586568247375e-19,0.00040790843522659024,Risk-On,2
2018-10-01,0.9996101464604593,5.0563890951671495e-19,0.00038985353954108684,Risk-On,2
2018-10-02,0.9998867055316738,1.1388427088052422e-19,0.00011329446832624746,Risk-On,2
2018-10-03,0.9999032566286061,6.160661892732477e-19,9.674337139408426e-05,Risk-On,2
2018-10-04,0.9998523825205349,1.2840596651756824e-17,0.00014761747946521127,Risk-On,2
2018-10-05,0.9996380299620748,2.747621674896801e-17,0.00036197003792491183,Risk-On,2
2018-10-06,0.9993231013032696,2.9138418740760915e-17,0.0006768986967306305,Risk-On,2
2018-10-07,0.9992100900362552,3.4246833977867685e-17,0.0007899099637445018,Risk-On,2
2018-10-08,0.9993583766815441,1.1286324537432796e-17,0.0006416233184557437,Risk-On,2
2018-10-10,0.9990411054283579,3.8316343856543805e-18,0.0009588945716418688,Risk-On,2
2018-10-11,0.17249017243624878,2.8217164218906234e-18,0.8275098275637507,Neutral,1
2018-10-12,0.0019527777213250433,7.592082491913565e-20,0.9980472222786742,Neutral,1
2018-10-13,0.5696249881657884,1.6292740627377813e-17,0.4303750118342123,Risk-On,2
2018-10-14,0.5696249881657884,1.6292740627377813e-17,0.4303750118342123,Risk-On,2
2018-10-15,0.6517030227582352,3.464037167283202e-17,0.3482969772417651,Risk-On,2
2018-10-16,0.7229553140343803,2.2133624116152405e-17,0.2770446859656194,Risk-On,2
2018-10-17,0.9455278162904177,2.4587509855086444e-17,0.054472183709582025,Risk-On,2
2018-10-18,0.9924752766881425,5.60698449849452e-16,0.0075247233118571405,Risk-On,2
2018-10-19,0.934145155140303,3.8969053123518575e-14,0.0658548448596576,Risk-On,2
2018-10-20,0.952903606828649,2.280557253368822e-15,0.047096393171349234,Risk-On,2
2018-10-21,0.934669169775496,2.661568890832797e-15,0.06533083022450178,Risk-On,2
2018-10-22,0.9641238658056392,2.674956575773089e-15,0.035876134194357985,Risk-On,2
2018-10-23,0.9653079535114086,5.6755284183227024e-14,0.03469204648853547,Risk-On,2
2018-10-24,0.888176471388899,3.5113301425753494e-14,0.11182352861106544,Risk-On,2
2018-10-25,0.008514373806277039,2.370045553392931e-13,0.9914856261934863,Neutral,1
2018-10-26,0.03567325727325495,2.2052506024875583e-12,0.9643267427245404,Neutral,1
2018-10-27,0.02381660520049233,3.034141677746216e-13,0.9761833947992039,Neutral,1
2018-10-28,0.02846426887724256,2.7875229273767523e-13,0.9715357311224786,Neutral,1
2018-10-29,0.027606929097614454,3.260770089561319e-13,0.9723930709020586,Neutral,1
2018-10-30,0.009547919523227914,3.4902749180156087e-13,0.9904520804764239,Neutral,1
2018-10-31,0.16412132828721507,1.9095091838560958e-11,0.8358786716936898,Neutral,1
2018-11-01,0.42799956565554537,1.5232217811493486e-12,0.5720004343429308,Neutral,1
2018-11-02,0.6790054190506124,1.5054468908173694e-13,0.3209945809492372,Risk-On,2
2018-11-03,0.8279012427465823,3.534487965624395e-13,0.17209875725306378,Risk-On,2
2018-11-04,0.6589624614766393,5.363625690066374e-13,0.3410375385228245,Risk-On,2
2018-11-05,0.9478494218531398,4.4730656387474496e-14,0.05215057814681467,Risk-On,2
2018-11-06,0.935114890377667,8.50867955856369e-15,0.06488510962232408,Risk-On,2
2018-11-07,0.9557415673458747,4.1261822528076995e-15,0.04425843265412045,Risk-On,2
2018-11-08,0.9905904879044422,4.1202449040927382e-16,0.009409512095556502,Risk-On,2
2018-11-09,0.9925884286647797,2.1469745151362725e-14,0.0074115713351993505,Risk-On,2
2018-11-10,0.9955276717451962,1.2949925138163543e-14,0.004472328254791616,Risk-On,2
2018-11-11,0.9972129980509725,9.303500443782542e-15,0.0027870019490183824,Risk-On,2
2018-11-12,0.9984829956921154,6.835367650255949e-15,0.0015170043078778937,Risk-On,2
2018-11-14,0.9780794748452245,6.879307776362855e-14,0.021920525154706817,Risk-On,2
2018-11-15,0.8507484290478142,2.6824019501636916e-14,0.14925157095215974,Risk-On,2
2018-11-16,0.9846019064080656,1.9049892588046806e-14,0.015398093591915544,Risk-On,2
2018-11-17,0.9967890362866091,8.845128709620121e-16,0.003210963713390425,Risk-On,2
2018-11-18,0.9967890362866091,8.845128709620121e-16,0.003210963713390425,Risk-On,2
2018-11-19,0.9936173240835714,2.3870089049154766e-15,0.0063826759164262075,Risk-On,2
2018-11-20,0.949150376058242,1.9655534760011216e-15,0.05084962394175615,Risk-On,2
2018-11-21,0.5092683718043297,3.122835132693e-13,0.49073162819535837,Risk-On,2
2018-11-22,0.8826187384407014,5.91543259375433e-13,0.11738126155870644,Risk-On,2
2018-11-23,0.8959255472806835,6.079339758326298e-14,0.10407445271925582,Risk-On,2
2018-11-24,0.7271668498059509,4.004336867280792e-13,0.2728331501936486,Risk-On,2
2018-11-25,0.8466642529250652,1.810396965558442e-13,0.15333574707475342,Risk-On,2
2018-11-26,0.8087127885583049,1.3406259478619525e-13,0.1912872114415618,Risk-On,2
2018-11-27,0.9870728172275249,1.317137500201603e-13,0.012927182772342593,Risk-On,2
2018-11-28,0.9943087693088493,9.848942955405713e-14,0.005691230691051782,Risk-On,2
2018-11-29,0.8575230381627523,5.4861424156834915e-14,0.14247696183719222,Risk-On,2
2018-11-30,0.8505476448366769,7.766720991395168e-14,0.14945235516324576,Risk-On,2
2018-12-01,0.8319107624581743,1.0981958975740829e-11,0.16808923753084307,Risk-On,2
2018-12-02,0.9746891939072742,2.6847351972054573e-12,0.025310806090040747,Risk-On,2
2018-12-03,0.9905126609608629,1.8148530764755356e-12,0.009487339037322602,Risk-On,2
2018-12-04,0.9993595829666426,3.8796171395814223e-13,0.0006404170329691616,Risk-On,2
2018-12-05,0.9827358187091129,3.60625564593592e-13,0.017264181290526846,Risk-On,2
2018-12-06,0.9811158548527731,2.79004467368571e-13,0.018884145146947987,Risk-On,2
2018-12-07,0.9653516076597655,4.515378716713159e-14,0.03464839234019026,Risk-On,2
2018-12-08,0.2341015361823198,5.5399704504015096e-14,0.7658984638176255,Neutral,1
2018-12-09,0.08097198907527081,7.009564363386152e-14,0.9190280109246586,Neutral,1
2018-12-10,0.5561071857018852,1.3386947789076117e-14,0.4438928142981014,Risk-On,2
2018-12-11,0.8602412607342743,1.6527578985615569e-12,0.1397587392640732,Risk-On,2
2018-12-12,0.9706957850872082,7.519724604664651e-13,0.02930421491203927,Risk-On,2
2018-12-13,0.934857469624627,1.6744500155974305e-13,0.06514253037520543,Risk-On,2
2018-12-14,0.9759766332659485,2.514011931168458e-13,0.024023366733800858,Risk-On,2
2018-12-15,0.973171015785716,1.7182444713856116e-12,0.026828984212566277,Risk-On,2
2018-12-16,0.9733147246054632,1.7625962652228015e-12,0.02668527539277442,Risk-On,2
2018-12-17,0.9572029355595874,5.729790997016923e-12,0.04279706443468365,Risk-On,2
2018-12-18,0.09442719014423392,7.479933796724247e-12,0.9055728098482858,Neutral,1
2018-12-19,0.01800496602957375,2.520469941222031e-12,0.9819950339679059,Neutral,1
2018-12-20,0.02079022177681337,8.944607727897651e-13,0.9792097782222916,Neutral,1
2018-12-21,1.7869823682254318e-05,3.5264613334196246e-16,0.9999821301763181,Neutral,1
2018-12-22,1.561057705444949e-07,9.044173224609006e-15,0.9999998438942208,Neutral,1
2018-12-23,8.868006325673932e-07,5.062622218471994e-15,0.9999991131993624,Neutral,1
2018-12-24,8.665826092057849e-07,2.081030756197332e-15,0.9999991334173888,Neutral,1
2018-12-25,7.557302530147231e-15,9.298206716082454e-21,0.9999999999999929,Neutral,1
2018-12-26,1.1597013191429964e-14,6.106279390932505e-22,0.9999999999999893,Neutral,1
2018-12-27,6.423243047336209e-10,2.541652823639112e-17,0.9999999993576765,Neutral,1
2018-12-28,1.6183073051534685e-10,1.576411120216028e-19,0.9999999998381703,Neutral,1
2018-12-29,2.0253952784002273e-08,2.731867353976949e-18,0.999999979746047,Neutral,1
2018-12-30,1.3467083972533796e-11,2.122385358764856e-19,0.9999999999865317,Neutral,1
2018-12-31,1.1878548411733996e-11,3.6211369980934035e-19,0.9999999999881197,Neutral,1
2019-01-01,0.0002654024837721771,1.7879579875116207e-16,0.9997345975162283,Neutral,1
2019-01-02,0.0008048434276085863,2.2362581399897556e-16,0.9991951565723919,Neutral,1
2019-01-03,0.11355460246927918,5.052433697228371e-13,0.8864453975302158,Neutral,1
2019-01-04,0.004883249571590277,9.492053607163829e-15,0.9951167504284011,Neutral,1
2019-01-05,0.41902201383660465,2.648342534280163e-14,0.580977986163368,Neutral,1
2019-01-06,0.6398753905538805,2.2710740944663857e-14,0.36012460944609664,Risk-On,2
2019-01-07,0.5894288455761332,1.5391982009817072e-14,0.4105711544238509,Risk-On,2
2019-01-08,0.34152215171066164,4.640728587587988e-16,0.6584778482893381,Neutral,1
2019-01-09,0.011476471672767549,6.01079950446218e-16,0.9885235283272301,Neutral,1
2019-01-10,0.7072176437150909,3.673673200031153e-18,0.2927823562849093,Risk-On,2
2019-01-11,0.7809263296398551,1.0327658177180632e-16,0.21907367036014544,Risk-On,2
2019-01-12,0.9663515314616631,1.6360381333753322e-16,0.03364846853833623,Risk-On,2
2019-01-13,0.9835273918960062,1.0059828634352207e-16,0.01647260810399314,Risk-On,2
2019-01-14,0.9913173674996595,2.5860741802717863e-17,0.008682632500340664,Risk-On,2
2019-01-15,0.977029944916103,3.44215478063739e-17,0.022970055083896622,Risk-On,2
2019-01-16,0.9681996004593043,2.9468708238508197e-15,0.03180039954069339,Risk-On,2
2019-01-17,0.9410116354853315,5.5342845417071065e-15,0.0589883645146624,Risk-On,2
2019-01-18,0.968663481877294,4.403766751927858e-15,0.03133651812270156,Risk-On,2
2019-01-19,0.9271970941947713,1.8283720402531904e-14,0.07280290580521136,Risk-On,2
2019-01-20,0.8597314898309262,2.930728701886396e-14,0.14026851016904437,Risk-On,2
2019-01-21,0.9590149862387691,1.47069569033524e-14,0.040985013761215675,Risk-On,2
2019-01-22,0.9673867569254652,1.2474093047196713e-14,0.03261324307452208,Risk-On,2
2019-01-23,0.5866206286356129,3.937938805404237e-14,0.4133793713643474,Risk-On,2
2019-01-24,0.8597529277988512,5.086745958380688e-15,0.14024707220114457,Risk-On,2
2019-01-25,0.930960585954822,1.3212119174878633e-13,0.06903941404504559,Risk-On,2
2019-01-26,0.9780902415168189,1.61707708950378e-15,0.02190975848318019,Risk-On,2
2019-01-27,0.9780902415168189,1.61707708950378e-15,0.02190975848318019,Risk-On,2
2019-01-28,0.9698226963873946,7.43409251638076e-16,0.030177303612605434,Risk-On,2
2019-01-29,0.9044701000862013,1.545707995068779e-15,0.09552989991379765,Risk-On,2
2019-01-30,0.9229143922013961,1.088035020489274e-15,0.07708560779860328,Risk-On,2
2019-01-31,0.9793408121862097,4.939884370831534e-17,0.020659187813789812,Risk-On,2
2019-02-01,0.9893692540642979,6.090299653293843e-16,0.010630745935701893,Risk-On,2
2019-02-02,0.9931332211907853,3.369826579525799e-16,0.00686677880921395,Risk-On,2
2019-02-03,0.9868191824960795,5.441214090023001e-16,0.013180817503919475,Risk-On,2
2019-02-04,0.9905373617101775,1.466546455739746e-16,0.009462638289822162,Risk-On,2
2019-02-05,0.997009528112789,7.057180750554123e-16,0.002990471887209492,Risk-On,2
2019-02-06,0.998522586144625,9.957270809573094e-16,0.0014774138553741434,Risk-On,2
2019-02-07,0.9990238613862829,5.044733567656953e-15,0.0009761386137122398,Risk-On,2
2019-02-08,0.9982804304444809,2.2544111450576286e-14,0.0017195695554965613,Risk-On,2
2019-02-09,0.9989019187661957,6.631407965034823e-14,0.0010980812337378677,Risk-On,2
2019-02-10,0.9988707051800021,6.73736565374695e-14,0.001129294819930674,Risk-On,2
2019-02-11,0.9990692969108715,3.7228086337209436e-14,0.0009307030890909145,Risk-On,2
2019-02-12,0.9992350239256378,1.9991232885836507e-13,0.0007649760741622341,Risk-On,2
2019-02-13,0.9990730400516763,4.157069149886426e-14,0.0009269599482817505,Risk-On,2
2019-02-14,0.9989060698156562,8.701144980946995e-13,0.0010939301834732946,Risk-On,2
2019-02-15,0.9993192954875161,4.2130697420277146e-14,0.0006807045124415067,Risk-On,2
2019-02-16,0.9994745408781145,6.202319386149772e-14,0.0005254591218238519,Risk-On,2
2019-02-17,0.9995033248951072,5.907135308221198e-14,0.0004966751048333577,Risk-On,2
2019-02-18,0.9996677966505552,4.0047160005957645e-14,0.00033220334940449865,Risk-On,2
2019-02-19,0.9997093488550604,2.2047637429552952e-14,0.0002906511449176034,Risk-On,2
2019-02-20,0.9995154591481558,1.680316358565508e-14,0.000484540851827742,Risk-On,2
2019-02-21,0.9997497400456041,4.5927635301090855e-15,0.000250259954391273,Risk-On,2
2019-02-22,0.9997375023054523,3.1216234164130173e-15,0.0002624976945448143,Risk-On,2
2019-02-23,0.9997974709100804,3.1696150454987633e-15,0.00020252908991608644,Risk-On,2
2019-02-24,0.9997711966546408,3.195443312996027e-15,0.0002288033453564633,Risk-On,2
2019-02-25,0.9997625457889013,4.174029677679821e-15,0.0002374542110945118,Risk-On,2
2019-02-26,0.9995707479830485,1.862861448691541e-15,0.00042925201694954233,Risk-On,2
2019-02-27,0.9996246253304952,5.0035517447512426e-17,0.00037537466950478824,Risk-On,2
2019-02-28,0.9997092417576979,1.1333213245890194e-16,0.0002907582423020848,Risk-On,2
2019-03-01,0.9997129168303963,5.0216168564384294e-17,0.00028708316960333283,Risk-On,2
2019-03-02,0.9998673568730312,1.0843720818337565e-16,0.00013264312696841486,Risk-On,2
2019-03-03,0.9998084072910222,2.1088712392820408e-16,0.00019159270897802118,Risk-On,2
2019-03-04,0.9998037409327735,3.949911994062705e-16,0.00019625906722619624,Risk-On,2
2019-03-05,0.9997885963924107,1.6043244633997156e-16,0.00021140360758902055,Risk-On,2
2019-03-06,0.9998089097494391,2.6606398584134717e-16,0.00019109025056096275,Risk-On,2
2019-03-07,0.9995740433066346,6.891925552288755e-16,0.00042595669336503684,Risk-On,2
2019-03-08,0.9993930419285354,4.4375152317935234e-14,0.0006069580714198142,Risk-On,2
2019-03-09,0.999305129559123,3.3276220215039157e-14,0.0006948704408437571,Risk-On,2
2019-03-10,0.9994676527904062,2.6298714836634817e-14,0.0005323472095675236,Risk-On,2
2019-03-11,0.9995311560045776,2.1313705024185142e-14,0.00046884399540062655,Risk-On,2
2019-03-12,0.9998806718561779,2.3745921495816036e-16,0.0001193281438218392,Risk-On,2
2019-03-13,0.9998924340153653,4.4932011886075e-17,0.00010756598463481919,Risk-On,2
2019-03-14,0.99980443378365,1.2560167055198447e-16,0.0001955662163501211,Risk-On,2
2019-03-15,0.9998672782315509,1.2245138814546154e-16,0.00013272176844902715,Risk-On,2
2019-03-16,0.9998503297881512,9.547415232739666e-17,0.00014967021184860007,Risk-On,2
2019-03-17,0.9999209502114325,5.761018512420147e-17,7.904978856703485e-05,Risk-On,2
2019-03-18,0.9998862989136195,2.4950767026720475e-16,0.00011370108638010554,Risk-On,2
2019-03-19,0.9998870833828775,1.160661030742101e-16,0.00011291661712201511,Risk-On,2
